ratio_id,canonical_ratio_id,is_canonical_ratio,stage3_exclude,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,category,ratio_name_ko,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,formula_item_code_fingerprint,notes
R200,R200,True,False,,,,,,성장성,순차입금-EBITDA 성장괴리,순차입금증가율,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,True,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA증가율,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,True,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,True,False,True,% 또는 차이,낮을수록 우량,NaN,NaN,확장,available_derived,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,
R201,R201,True,False,,,,,,성장성,자기자본-총자산 성장괴리,자기자본증가율,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,총자산증가율,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01A600000000|U01A100000000,
R202,R202,True,False,,,,,,성장성,OCF-매출 성장괴리,OCF증가율,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,True,mapped,,,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,U01D100000000|U01B100000000,
R203,R203,True,False,,,,,,성장성,FCF-매출 성장괴리,FCF증가율,U01D100000000+U01D206012400,FCF,DERIVED,0,False,True,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,U01D100000000+U01D206012400|U01B100000000|영업활동현금흐름|CAPEX_proxy,
R204,R204,True,False,,,,,,성장성,투자부담률,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 차이,상황별,NaN,NaN,확장,available_derived,U01D206012400|U01B100000000|CAPEX_proxy,
R205,R205,True,False,,,,,,성장성,CAPEX/감가상각비,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,감가상각비,U01B350014100,감가상각비(IFRS)(천원)      감가상각비(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 차이,높을수록 성장 투자 가능,NaN,NaN,확장,available_derived,U01D206012400|U01B350014100|CAPEX_proxy,
R210,R076,False,True,R076,exact_value_alias,Altman 운전자본/총자산 is identical to 순운전자본/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,기타/복합,Altman 운전자본/총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,
R211,R064,False,True,R064,exact_value_alias,Altman 이익잉여금/총자산 is identical to 이익잉여금/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,기타/복합,Altman 이익잉여금/총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A615000000|U01A100000000,
R212,R212,True,False,,,,,,기타/복합,Altman EBIT/총자산,EBIT,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01B430000000|U01A100000000|영업이익,
R213,R213,True,False,,,,,,기타/복합,Altman 매출액/총자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B100000000|U01A100000000,
R214,R214,True,False,,,,,,기타/복합,OCF/총자산,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01A100000000,
R215,R215,True,False,,,,,,기타/복합,FCF/총자산,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000+U01D206012400|U01A100000000|영업활동현금흐름|CAPEX_proxy,
R216,R010,False,True,R010,exact_value_alias,OCF/매출액 is identical to 영업현금흐름마진.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,기타/복합,OCF/매출액,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01B100000000,
R217,R217,True,False,,,,,,기타/복합,FCF/매출액,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,U01D100000000+U01D206012400|U01B100000000|영업활동현금흐름|CAPEX_proxy,
R218,R218,True,False,,,,,,기타/복합,CAPEX/OCF,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,% 또는 배,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01D206012400|U01D100000000|CAPEX_proxy,
R219,R219,True,False,,,,,,기타/복합,CAPEX/EBITDA,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,% 또는 배,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,U01D206012400|U01B430000000+U01B350014100+U01B350014300|CAPEX_proxy|영업이익|감가상각비|무형자산상각비,
R220,R220,True,False,,,,,,CF_품질,OCF/순이익 비율,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,당기순이익,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01B840000000,
R221,R221,True,False,,,,,,CF_품질,OCF마진,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01B100000000,
R222,R222,True,False,,,,,,CF_품질,FCF/총자산,영업활동현금흐름-CAPEX_proxy,,영업활동현금흐름-CAPEX_proxy,,0,False,False,ambiguous,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,ambiguous,U01A100000000,
R223,R223,True,False,,,,,,CF_품질,CAPEX/감가상각비,CAPEX_proxy,,CAPEX_proxy,,0,False,False,unknown,,,감가상각비,U01B350014100,감가상각비(IFRS)(천원)      감가상각비(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,중립,NaN,compute_with_flag,확장,unknown,U01B350014100,
R224,R224,True,False,,,,,,CF_품질,CAPEX/총자산,CAPEX_proxy,,CAPEX_proxy,,0,False,False,unknown,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,NaN,compute_with_flag,확장,unknown,U01A100000000,
R225,R225,True,False,,,,,,CF_품질,OCF이자보상배율,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01B550000000,
R226,R226,True,False,,,,,,자본효율성,이익잉여금/총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A615000000|U01A100000000,
R227,R227,True,False,,,,,,자본효율성,이익잉여금/자본,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자본총계,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01A615000000|U01A600000000,
R228,R228,True,False,,,,,,자본효율성,OCF/총자산(평균),영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01D100000000|U01A100000000,
R229,R229,True,False,,,,,,자본효율성,배당성향(CF),현금배당_proxy,,현금배당_proxy,,0,False,False,unknown,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,U01D100000000,
R230,R230,True,False,,,,,,IFRS16_리스,리스부채/총자산,리스부채_proxy,,리스부채_proxy,,0,False,False,unknown,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,U01A100000000,
R231,R231,True,False,,,,,,IFRS16_리스,리스부채/자본,리스부채_proxy,,리스부채_proxy,,0,False,False,unknown,,,자본총계,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,U01A600000000,
R232,R232,True,False,,,,,,IFRS16_리스,OCF/리스부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,리스부채_proxy,,리스부채_proxy,,0,False,False,unknown,,,False,False,False,배수,높을수록 우량,NaN,compute_with_flag,확장,unknown,U01D100000000,
R233,R233,True,False,,,,,,무형자산_RD,무형자산/총자산,무형자산,,무형자산,,0,False,False,ambiguous,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,NaN,compute_with_flag,확장,ambiguous,U01A100000000,
R234,R234,True,False,,,,,,무형자산_RD,R&D비용/매출액,RD비용_proxy,,RD비용_proxy,,0,False,False,unknown,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,%,중립,NaN,compute_with_flag,확장,unknown,U01B100000000,
R235,R235,True,False,,,,,,무형자산_RD,영업권/총자산,영업권_proxy,,영업권_proxy,,0,False,False,unknown,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,U01A100000000,
R236,R236,True,False,,,,,,활동성,매입채무회전율,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,중립,NaN,compute_with_flag,확장,available_direct,U01B200000000|U01A811030700,
R237,R237,True,False,,,,,,활동성,매출채권회전율,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B100000000|U01A111045400,
R238,R238,True,False,,,,,,활동성,재고자산회전율,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,높을수록 우량,NaN,compute_with_flag,확장,available_direct,U01B200000000|U01A111038700,
R239,R239,True,False,,,,,,성장성,OCF성장률,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,NaN,확장,available_direct,U01D100000000|U01D100000000,
R240,R240,True,False,,,,,,성장성,총자산성장률,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,NaN,NaN,확장,available_direct,U01A100000000|U01A100000000,
R241,R241,True,False,,,,,,성장성,이익잉여금증가율,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,True,%,높을수록 우량,NaN,NaN,확장,available_direct,U01A615000000|U01A615000000,
