ratio_id,category,sub_category,ratio_name_ko,ratio_name_en,formula_text,numerator_term_orig,numerator_item_code,numerator_item_name,numerator_statement_source,numerator_lag,numerator_is_average,numerator_is_growth,numerator_status,numerator_derived_formula,numerator_derived_components,denominator_term_orig,denominator_item_code,denominator_item_name,denominator_statement_source,denominator_lag,denominator_is_average,denominator_is_growth,denominator_status,denominator_derived_formula,denominator_derived_components,requires_lag,requires_average_denominator,requires_growth_base,unit_output,expected_good_direction,denominator_zero_policy,negative_denominator_policy,priority,availability_status,notes,duplicate_alias_of,duplicate_alias_type,duplicate_alias_reason,duplicate_alias_source,duplicate_alias_policy_note,stage3_exclude,formula_item_code_fingerprint,is_canonical_ratio,canonical_ratio_id
R180,성장성,성장률/성장품질,총자산증가율,,총자산_t / 총자산_t-1 - 1,총자산_t,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산_t-1,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,핵심,available_with_lag,,,,,,,False,U01A100000000|U01A100000000,True,R180
R181,성장성,성장률/성장품질,유동자산증가율,,유동자산_t / 유동자산_t-1 - 1,유동자산_t,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,유동자산_t-1,U01A111038600,유동자산(IFRS)(천원)      유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,NaN,NaN,확장,available_with_lag,,,,,,,False,U01A111038600|U01A111038600,True,R181
R182,성장성,성장률/성장품질,비유동자산증가율,,비유동자산_t / 비유동자산_t-1 - 1,비유동자산_t,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,비유동자산_t-1,U01A110000000,비유동자산(IFRS)(천원)      비유동자산(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,상황별,NaN,NaN,확장,available_with_lag,,,,,,,False,U01A110000000|U01A110000000,True,R182
R184,성장성,성장률/성장품질,자기자본증가율,,자기자본_t / 자기자본_t-1 - 1,자기자본_t,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자기자본_t-1,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,핵심,available_with_lag,,,,,,,False,U01A600000000|U01A600000000,True,R184
R185,성장성,성장률/성장품질,이익잉여금증가율,,이익잉여금_t / 이익잉여금_t-1 - 1,이익잉여금_t,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,이익잉여금_t-1,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,1,False,False,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,R241,exact_value_alias,R185 and R241 are both 이익잉여금증가율 and value-identical in current Stage00_02 artifacts; keep R241 as current canonical selected growth variable.,duplicate audit / exact-value review,R185 weak-growth prior/floor policy must transfer to R241.,True,U01A615000000|U01A615000000,False,R241
R186,성장성,성장률/성장품질,총차입금증가율,,총차입금_t / 총차입금_t-1 - 1,총차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,총차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,1,False,False,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,NaN,NaN,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A811027400|단기차입금|장기차입금|사채|유동성장기부채|단기차입금|장기차입금|사채|유동성장기부채,True,R186
R187,성장성,성장률/성장품질,순차입금증가율,,순차입금_t / 순차입금_t-1 - 1,순차입금_t,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,순차입금_t-1,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,1,False,False,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,False,True,% 또는 차이,낮을수록 우량 가능,NaN,NaN,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,True,R187
R188,성장성,성장률/성장품질,CAPEX증가율,,CAPEX_t / CAPEX_t-1 - 1,CAPEX_t,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,CAPEX_t-1,U01D206012400,CAPEX,DERIVED,1,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,True,False,True,% 또는 차이,산업별,NaN,NaN,확장,available_derived,,,,,,,False,U01D206012400|U01D206012400|CAPEX_proxy|CAPEX_proxy,True,R188
R196,성장성,성장률/성장품질,매출-자산 성장괴리,,매출액증가율 - 총자산증가율,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,총자산증가율,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량 가능,NaN,NaN,확장,available_with_lag,,,,,,,False,U01B100000000|U01A100000000,True,R196
R197,성장성,성장률/성장품질,영업이익-매출 성장괴리,,영업이익증가율 - 매출액증가율,영업이익증가율,U01B430000000,* (정상)영업손익(계산수치)(IFRS)(천원)   * (정상)영업손익(계산수치)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01B430000000|U01B100000000,True,R197
R198,성장성,성장률/성장품질,EBITDA-매출 성장괴리,,EBITDA증가율 - 매출액증가율,EBITDA증가율,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,True,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,,,,,,,False,U01B430000000+U01B350014100+U01B350014300|U01B100000000|영업이익|감가상각비|무형자산상각비,True,R198
R199,성장성,성장률/성장품질,차입금-매출 성장괴리,,총차입금증가율 - 매출액증가율,총차입금증가율,U01A811026700+U01A811012800+U01A811000000+U01A811027400,총차입금,DERIVED,0,False,True,derivable,단기차입금 + 장기차입금 + 사채 + 유동성장기부채,단기차입금|장기차입금|사채|유동성장기부채,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,낮을수록 우량,NaN,NaN,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A811027400|U01B100000000|단기차입금|장기차입금|사채|유동성장기부채,True,R199
R200,성장성,성장률/성장품질,순차입금-EBITDA 성장괴리,,순차입금증가율 - EBITDA증가율,순차입금증가율,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400,순차입금,DERIVED,0,False,True,derivable,총차입금 - 현금및현금성자산,단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채,EBITDA증가율,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,True,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,True,False,True,% 또는 차이,낮을수록 우량,NaN,NaN,확장,available_derived,,,,,,,False,U01A811026700+U01A811012800+U01A811000000+U01A111050000+U01A811027400|U01B430000000+U01B350014100+U01B350014300|단기차입금|장기차입금|사채|현금및현금성자산|유동성장기부채|영업이익|감가상각비|무형자산상각비,True,R200
R201,성장성,성장률/성장품질,자기자본-총자산 성장괴리,,자기자본증가율 - 총자산증가율,자기자본증가율,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,총자산증가율,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01A600000000|U01A100000000,True,R201
R202,성장성,성장률/성장품질,OCF-매출 성장괴리,,OCF증가율 - 매출액증가율,OCF증가율,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,True,mapped,,,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_with_lag,,,,,,,False,U01D100000000|U01B100000000,True,R202
R203,성장성,성장률/성장품질,FCF-매출 성장괴리,,FCF증가율 - 매출액증가율,FCF증가율,U01D100000000+U01D206012400,FCF,DERIVED,0,False,True,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,매출액증가율,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,True,mapped,,,True,False,True,% 또는 차이,높을수록 우량,NaN,NaN,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01B100000000|영업활동현금흐름|CAPEX_proxy,True,R203
R204,성장성,성장률/성장품질,투자부담률,,CAPEX / 매출액,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 차이,상황별,NaN,NaN,확장,available_derived,,,,,,,False,U01D206012400|U01B100000000|CAPEX_proxy,True,R204
R205,성장성,성장률/성장품질,CAPEX/감가상각비,,CAPEX / 감가상각비,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,감가상각비,U01B350014100,감가상각비(IFRS)(천원)      감가상각비(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 차이,높을수록 성장 투자 가능,NaN,NaN,확장,available_derived,,,,,,,False,U01D206012400|U01B350014100|CAPEX_proxy,True,R205
R210,기타/복합,복합후보,Altman 운전자본/총자산,,(유동자산 - 유동부채) / 총자산,순운전자본,U01A111038600+U01A811026000,순운전자본,DERIVED,0,False,False,derivable,유동자산 - 유동부채,유동자산|유동부채,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,R076,exact_value_alias,Altman 운전자본/총자산 is identical to 순운전자본/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A111038600+U01A811026000|U01A100000000|유동자산|유동부채,False,R076
R211,기타/복합,복합후보,Altman 이익잉여금/총자산,,이익잉여금 / 총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,R064,exact_value_alias,Altman 이익잉여금/총자산 is identical to 이익잉여금/총자산.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01A615000000|U01A100000000,False,R064
R212,기타/복합,복합후보,Altman EBIT/총자산,,EBIT / 총자산,EBIT,U01B430000000,EBIT,DERIVED,0,False,False,derivable,영업이익,영업이익,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01B430000000|U01A100000000|영업이익,True,R212
R213,기타/복합,복합후보,Altman 매출액/총자산,,매출액 / 총자산,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B100000000|U01A100000000,True,R213
R214,기타/복합,복합후보,OCF/총자산,,영업활동현금흐름 / 총자산,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A100000000,True,R214
R215,기타/복합,복합후보,FCF/총자산,,FCF / 총자산,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01A100000000|영업활동현금흐름|CAPEX_proxy,True,R215
R216,기타/복합,복합후보,OCF/매출액,,OCF / 매출액,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,R010,exact_value_alias,OCF/매출액 is identical to 영업현금흐름마진.,duplicate audit / exact-value or formula-equivalent review,Keep alias in Stage 2 audit outputs; exclude from Stage 3 final selection; canonicalize for simulator/evaluator.,True,U01D100000000|U01B100000000,False,R010
R217,기타/복합,복합후보,FCF/매출액,,FCF / 매출액,FCF,U01D100000000+U01D206012400,FCF,DERIVED,0,False,False,derivable,영업활동현금흐름 - CAPEX,영업활동현금흐름|CAPEX_proxy,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,% 또는 배,높을수록 우량,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D100000000+U01D206012400|U01B100000000|영업활동현금흐름|CAPEX_proxy,True,R217
R218,기타/복합,복합후보,CAPEX/OCF,,CAPEX / OCF,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,OCF,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,% 또는 배,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D206012400|U01D100000000|CAPEX_proxy,True,R218
R219,기타/복합,복합후보,CAPEX/EBITDA,,CAPEX / EBITDA,CAPEX,U01D206012400,CAPEX,DERIVED,0,False,False,derivable,현금흐름표 유형자산 취득,CAPEX_proxy,EBITDA,U01B430000000+U01B350014100+U01B350014300,EBITDA,DERIVED,0,False,False,derivable,영업이익 + 감가상각비 + 무형자산상각비,영업이익|감가상각비|무형자산상각비,False,False,False,% 또는 배,낮을수록 우량 가능,NaN,compute_with_flag,확장,available_derived,,,,,,,False,U01D206012400|U01B430000000+U01B350014100+U01B350014300|CAPEX_proxy|영업이익|감가상각비|무형자산상각비,True,R219
R220,CF_품질,현금창출력,OCF/순이익 비율,,영업활동현금흐름 / 당기순이익,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,당기순이익,U01B840000000,당기순이익(손실)(IFRS)(천원)   당기순이익(손실)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B840000000,True,R220
R221,CF_품질,현금창출력,OCF마진,,영업활동현금흐름 / 매출액,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B100000000,True,R221
R222,CF_품질,잉여현금흐름,FCF/총자산,,(영업활동현금흐름-CAPEX) / 총자산,영업활동현금흐름-CAPEX_proxy,,영업활동현금흐름-CAPEX_proxy,,0,False,False,ambiguous,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,ambiguous,,,,,,,False,U01A100000000,True,R222
R223,CF_품질,CAPEX강도,CAPEX/감가상각비,,유형자산취득 / 감가상각비,CAPEX_proxy,,CAPEX_proxy,,0,False,False,unknown,,,감가상각비,U01B350014100,감가상각비(IFRS)(천원)      감가상각비(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,중립,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01B350014100,True,R223
R224,CF_품질,CAPEX강도,CAPEX/총자산,,유형자산취득 / 총자산,CAPEX_proxy,,CAPEX_proxy,,0,False,False,unknown,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01A100000000,True,R224
R225,CF_품질,이자커버리지(CF),OCF이자보상배율,,영업활동현금흐름 / 금융비용,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,금융비용,U01B550000000,금융원가(IFRS)(천원)   금융원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,배수,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01B550000000,True,R225
R226,자본효율성,이익유보,이익잉여금/총자산,,이익잉여금 / 총자산,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A615000000|U01A100000000,True,R226
R227,자본효율성,이익유보,이익잉여금/자본,,이익잉여금 / 자본총계,이익잉여금,U01A615000000,이익잉여금(결손금)(IFRS)(천원)      이익잉여금(결손금)(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,자본총계,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01A615000000|U01A600000000,True,R227
R228,자본효율성,자산효율성,OCF/총자산(평균),,영업활동현금흐름 / 평균총자산,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01D100000000|U01A100000000,True,R228
R229,자본효율성,배당지급능력,배당성향(CF),,현금배당 / 영업활동현금흐름,현금배당_proxy,,현금배당_proxy,,0,False,False,unknown,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01D100000000,True,R229
R230,IFRS16_리스,리스부채비율,리스부채/총자산,,리스부채 / 총자산,리스부채_proxy,,리스부채_proxy,,0,False,False,unknown,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01A100000000,True,R230
R231,IFRS16_리스,리스부채비율,리스부채/자본,,리스부채 / 자본총계,리스부채_proxy,,리스부채_proxy,,0,False,False,unknown,,,자본총계,U01A600000000,자본(IFRS)(천원)   자본(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01A600000000,True,R231
R232,IFRS16_리스,리스커버리지,OCF/리스부채,,영업활동현금흐름 / 리스부채,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,리스부채_proxy,,리스부채_proxy,,0,False,False,unknown,,,False,False,False,배수,높을수록 우량,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01D100000000,True,R232
R233,무형자산_RD,무형자산비율,무형자산/총자산,,무형자산 / 총자산,무형자산,,무형자산,,0,False,False,ambiguous,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,NaN,compute_with_flag,확장,ambiguous,,,,,,,False,U01A100000000,True,R233
R234,무형자산_RD,RD강도,R&D비용/매출액,,연구개발비 / 매출액,RD비용_proxy,,RD비용_proxy,,0,False,False,unknown,,,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,False,False,False,%,중립,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01B100000000,True,R234
R235,무형자산_RD,영업권비율,영업권/총자산,,영업권 / 총자산,영업권_proxy,,영업권_proxy,,0,False,False,unknown,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,낮을수록 우량,NaN,compute_with_flag,확장,unknown,,,,,,,False,U01A100000000,True,R235
R236,활동성,매입채무회전율,매입채무회전율,,매출원가 / 평균매입채무,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매입채무,U01A811030700,매입채무 및 기타유동채무(IFRS)(천원)         매입채무 및 기타유동채무(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,중립,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B200000000|U01A811030700,True,R236
R237,활동성,매출채권회전율,매출채권회전율,,매출액 / 평균매출채권,매출액,U01B100000000,매출액(수익)(IFRS)(천원)   매출액(수익)(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,매출채권,U01A111045400,매출채권 및 기타유동채권(IFRS)(천원)         매출채권 및 기타유동채권(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B100000000|U01A111045400,True,R237
R238,활동성,재고자산회전율,재고자산회전율,,매출원가 / 평균재고자산,매출원가,U01B200000000,매출원가(IFRS)(천원)   매출원가(IFRS)(천원)(IFRS)(천원),손익계산서,0,False,False,mapped,,,재고자산,U01A111038700,재고자산(IFRS)(천원)         재고자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,회,높을수록 우량,NaN,compute_with_flag,확장,available_direct,,,,,,,False,U01B200000000|U01A111038700,True,R238
R239,성장성,OCF성장률,OCF성장률,,(당기OCF - 전기OCF) / |전기OCF|,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,영업활동현금흐름,U01D100000000,영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)   영업활동으로 인한 현금흐름(간접법)(IFRS)(천원)(IFRS)(천원),현금흐름표,0,False,False,mapped,,,False,False,False,%,높을수록 우량,NaN,NaN,확장,available_direct,,,,,,,False,U01D100000000|U01D100000000,True,R239
R240,성장성,총자산성장률,총자산성장률,,(당기총자산 - 전기총자산) / 전기총자산,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,총자산,U01A100000000,자산(IFRS)(천원)   자산(IFRS)(천원)(IFRS)(천원),재무상태표,0,False,False,mapped,,,False,False,False,%,중립,NaN,NaN,확장,available_direct,,,,,,,False,U01A100000000|U01A100000000,True,R240
